license,name,municipality,county,county_source,address,city,zip,lat,lon,status
130700583,"BAHAN'S TAVERN, INC.",Jacksonville,Morgan,igb_licensee_list,214 N E ST,Jacksonville,62650,,,needs_coordinates
160700690,BAJRANGBALI INC.,Midlothian,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
120704595,"Bananas East, Inc.",Chillicothe,Peoria,igb_licensee_list,908 Front St,Chillicothe,61523,,,needs_coordinates
170703124,BAPA 2017 INC.,Round Lake Beach,Lake,igb_licensee_list,1284 HAINESVILLE RD,Round Lake Beach,60073,,,needs_coordinates
120700732,"Bar on Madison, LTD.",Rockford,Winnebago,igb_licensee_list,602 N Madison,Rockford,61107,,,needs_coordinates
120705959,Bar-V Inc.,Sidell,Vermilion,igb_licensee_list,103 West Dickson Street,Sidell,61876,,,needs_coordinates
230700117,BAREFOOT RESTAURANT INC.,Hardin,Calhoun,igb_licensee_list,106 S WATER ST,Hardin,62047,,,needs_coordinates
170702749,"Barney's Group, LLC",Quincy,Adams,igb_licensee_list,1515 s. 12th,Quincy,62301,,,needs_coordinates
150700101,"BARNEY'S GROUP, LLC, CEDAR CLUB SERIES",Quincy,Adams,igb_licensee_list,2001 CEDAR,Quincy,62301,,,needs_coordinates
140700894,BARNEY'S TAVERN INC.,Quincy,Adams,igb_licensee_list,1708 BROADWAY,Quincy,62301,,,needs_coordinates
241001659,"BARRY TRAVEL CENTER, INC.",Barry,Pike,igb_licensee_list,1 CIETEN PLZ,Barry,62312,,,needs_coordinates
210702497,"Bartelso Bowl & Lounge, LLC",Bartelso,Clinton,igb_licensee_list,912 Carlyle Rd,Bartelso,62218,,,needs_coordinates
120903654,"Bartonville Post 3883, Veterans of Foreign Wars of the United States, Inc.",Bartonville,Peoria,igb_licensee_list,4518 S Lafayette,Bartonville,61607,,,needs_coordinates
140703587,Basket Case Pub Inc.,Peoria,Peoria,igb_licensee_list,610R W. Main St.,Peoria,61606,,,needs_coordinates
140704320,"BB'S BAR & GRILL, INC.",Fieldon,Jersey,igb_licensee_list,112 W. LOCUST,Fieldon,62031,,,needs_coordinates
160701273,"BBMS, LLC",Bethany,Moultrie,igb_licensee_list,113-115-117 E. Main St.,Bethany,61914,,,needs_coordinates
230702430,"BBQ Chicken II, Corp.",Schaumburg,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
180703406,"BBQ King Smokehouse Huntley, Inc.",Huntley,McHenry,igb_licensee_list,11706 East Coral Street,Huntley,60142,,,needs_coordinates
160701973,BBQ123 DBA SOUTHBANK ORIGINAL BARBEQUE LLC,Yorkville,Kendall,igb_licensee_list,129 E HYDRAULIC ST,Yorkville,60560,,,needs_coordinates
140701561,"BCKM, LLC",Farina,Fayette,igb_licensee_list,204 N CARLTON ST,Farina,62838,,,needs_coordinates
250702399,"BDAJ, INC.",Bradley,Kankakee,igb_licensee_list,2012 NORTH STATE ROUTE 50,Bourbonnais,60914,,,needs_coordinates
150700563,Beck Oil Company of Illinois,Oglesby,,,,,,,,needs_address_and_coordinates
180703962,Beck Oil Company of Illinois,Oglesby,,,,,,,,needs_address_and_coordinates
211001948,Beck Oil Company of Illinois,Geneseo,Henry,igb_licensee_list,2433 S. Oakwood,Geneseo,61254,,,needs_coordinates
230701219,Beck Oil Company of Illinois,Mendota,La Salle,igb_licensee_list,1301 13th Ave Ste A,Mendota,61342,,,needs_coordinates
230701682,Becker's Snack Shack LLC,Irvington,Washington,igb_licensee_list,103 E Huron,Irvington,62848,,,needs_coordinates
160700597,Becky L. Quinn,Sibley,Ford,igb_licensee_list,201 W. Indiana,Sibley,61773,,,needs_coordinates
121007210,"BEDROCK MANAGEMENT, INC.",Fox Lake,McHenry,igb_licensee_list,351 W RT 173,Fox Lake,60020,,,needs_coordinates
180701193,"Bedrocks and The Cave, Inc.",Shorewood,Will,igb_licensee_list,700 Jefferson St. Unit # X,Shorewood,60436,,,needs_coordinates
120901215,Beecher Veterans Association,Beecher,Will,igb_licensee_list,528 Gould Street P.O. Box 54,Beecher,60401,,,needs_coordinates
210703195,BEER HERE BAR AND GRILL L.L.C.,Manlius,,,,,,,,needs_address_and_coordinates
230700647,"Beer: 30, LLC",Metcalf,Edgar,igb_licensee_list,213 N Central St,Metcalf,61940,,,needs_coordinates
160703221,"BEERABILITY LAKE ZURICH, LLC",Lake Zurich,Lake,igb_licensee_list,159 S RAND ROAD,Lake Zurich,60047,,,needs_coordinates
240701122,BEG4BP LLC,Plainfield,Will,igb_licensee_list,16122 S ROUTE 59,Plainfield,60589,,,needs_coordinates
120911313,"Beggs-Gurley Post No. 5222, Veterans of Foreign Wars",Vienna,Johnson,igb_licensee_list,102 South 8th Street,Vienna,62995,,,needs_coordinates
250701362,BEHIND SUNRISE LLC,Calumet City,Cook,igb_licensee_list,1455 RING RD,Calumet City,60409,,,needs_coordinates
160701391,"BELLA TRATTORIA LOUNGE, INC.",Williamsville,Sangamon,igb_licensee_list,100 West Main,Williamsville,62693,,,needs_coordinates
170704108,BELLA'S OF NORRIDGE LTD.,Norridge,Cook,igb_licensee_list,4701 N. Cumberland Ave. Suite 1-3A,Norridge,60706,,,needs_coordinates
120704942,Belmont A.C.,Will County,Will,igb_licensee_list,651 Highland Park,Joliet,604340432,,,needs_coordinates
140703506,"BENCHWARMERS SPORTS BAR & GRILL, INC.",Freeport,,,,,,,,needs_address_and_coordinates
170703610,"Benchwarmers Sports Bar & Grill, Inc.",Stephenson County,Stephenson,igb_county_literal,,,,,,needs_address_and_coordinates
210703764,BENDERS SOUTH INC.,Lake Villa,Lake,igb_licensee_list,1701 N MILWAUKEE AVE,Lake Villa,60046,,,needs_coordinates
120806653,Benevolent & Protective Order of Elks Lodge 800,Marion,Williamson,igb_licensee_list,204 S Market,Marion,62959,,,needs_coordinates
170800470,Benevolent and Protective Order of Elks #1058,Harrisburg,Saline,igb_licensee_list,220 Vince Ashley Dr.,Harrisburg,62946,,,needs_coordinates
120809888,"Benevolent and Protective Order of Elks, Lodge No. 1243",Carbondale,Jackson,igb_licensee_list,220 West Jackson,Carbondale,62901,,,needs_coordinates
220701420,"BENSON C C C, LLC",Marseilles,,,,,,,,needs_address_and_coordinates
250701220,BENSON FAMILY PROPERTIES LLC,Caseyville,St. Clair,igb_licensee_list,"421 S MAIN STREET, STE B",Caseyville,62232,,,needs_coordinates
200700336,"Bernardi Brothers III, Inc.",Monmouth,Warren,igb_licensee_list,2 Americinn Way,Monmouth,61462,,,needs_coordinates
120707550,Berry's Bar Inc.,Staunton,Macoupin,igb_licensee_list,623 S Laurel,Staunton,62088,,,needs_coordinates
240703116,Bertha May LLC,Washington Park,St. Clair,igb_licensee_list,1500 Kingshighway,Washington Park,62204,,,needs_coordinates
120802021,Berwyn Eagles Aerie 2125 FOE.,Berwyn,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
210700458,Bet Crazy Inc.,Villa Park,DuPage,igb_licensee_list,105 E North Ave Unit A,Villa Park,60181,,,needs_coordinates
190701343,"Bethany Enterprises, Inc.",East Moline,Rock Island,igb_licensee_list,243 12th Ave,East Moline,61244,,,needs_coordinates
220702525,"Bethany Enterprises, Inc.",Milan,Rock Island,igb_licensee_list,2010 Deere Dr,Milan,61264,,,needs_coordinates
140700083,"Betty's Place, LLC",Springfield,Sangamon,igb_licensee_list,"1650 Wabash Avenue, Suite I",Springfield,62704,,,needs_coordinates
120703139,"BEVERLY BRINK, INC.",Basco,Hancock,igb_licensee_list,14 WEST MAIN STREET Lot Block 1,Basco,62313,,,needs_coordinates
240702064,BEVO TAP LLC,Mount Zion,Macon,igb_licensee_list,205 W. Debby Dr.,Mount Zion,62549,,,needs_coordinates
250702130,"Bids Bar & Grill, LLC",Keithsburg,Mercer,igb_licensee_list,501 Main St,Keithsburg,61442,,,needs_coordinates
120710654,"BIELSER, INC.",Lomax,Henderson,igb_licensee_list,1085 E Russell Street,Lomax,61454,,,needs_coordinates
160704032,BIFFY GLUCK'S LLC,Sangamon County,Sangamon,igb_licensee_list,1822 Adlai Stevenson Dr,Springfield,62703,,,needs_coordinates
240701883,BIG APPLE MT - PLAINFIELD CORP.,Plainfield,Will,igb_licensee_list,15521 S. ROUTE 59,Plainfield,60544,,,needs_coordinates
150702959,"Big Catz Barbeque, LLC",Knoxville,Knox,igb_licensee_list,"221 E Main Street, Unit A",Knoxville,61448,,,needs_coordinates
210703893,"Big Daddy Liquor, Inc.",Colp,Williamson,igb_licensee_list,101 W Herrin St,Colp,62921,,,needs_coordinates
120709904,"BIG FOOT, INC.",Rockford,Winnebago,igb_licensee_list,1609 S. ALPINE ROAD,Rockford,61108,,,needs_coordinates
120705184,Big John's Corner LLC,Hardin,Calhoun,igb_licensee_list,211 West Main,Hardin,62047,,,needs_coordinates
170702823,BIG RIVER GAMING LLC,Milan,Rock Island,igb_licensee_list,313 E 1ST ST,Milan,61264,,,needs_coordinates
200702730,Big River Gaming LLC - Kewanee Series,Kewanee,,,,,,,,needs_address_and_coordinates
240700861,"BIG SAMMY'S RESTAURANT AND BAR, INC.",Plainfield,Will,igb_licensee_list,14206 S ROUTE 30,Plainfield,60544,,,needs_coordinates
120700263,"BIG SIX, LLC",Peoria,Peoria,igb_licensee_list,3410 W. Willow Knolls,Peoria,61614,,,needs_coordinates
180704542,"BIG SWING ENTERTAINMENT, LLC",Milan,Rock Island,igb_licensee_list,2020 W 1st STREET,Milan,61264,,,needs_coordinates
130701482,"BIKINI BOTTOM BAR & GRILL, INC.",West Dundee,Kane,igb_licensee_list,105-107 W. Main St.,West Dundee,60118,,,needs_coordinates
140701055,"Bill's Pub North, Inc.",Third Lake,Lake,igb_licensee_list,18945 W. Washington,Third Lake,60030,,,needs_coordinates
120706741,"BillHill, Inc.",Bloomington,McLean,igb_licensee_list,220 N. Center,Bloomington,61701,,,needs_coordinates
120700481,"Billiards & Brew, Inc.",Clinton,De Witt,igb_licensee_list,211 E. Adams,Clinton,61727,,,needs_coordinates
170702511,"Billy Boy's Restaurant, Inc.",Chicago Ridge,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
180701471,"BILLY'S BEEF, HOT DOGS, & MORE INC.",Spring Grove,McHenry,igb_licensee_list,2020 N US Highway 12  STE T,Spring Grove,60081,,,needs_coordinates
120704886,"Bindy's, Inc.",Granite City,Madison,igb_licensee_list,"3705 Nameoki Rd, Ste A",Granite City,62040,,,needs_coordinates
120700343,"Bink, Inc.",Decatur,Macon,igb_licensee_list,3775 N Woodford,Decatur,62526,,,needs_coordinates
220700740,BIREN ENTERPRISES INC.,River Grove,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
210700190,"Bistro Chef of Illinois, Inc.",Bradley,Kankakee,igb_licensee_list,7 Village Square,Bradley,60914,,,needs_coordinates
240702978,BKG 11 LLC,Wadsworth,Lake,igb_licensee_list,"41509 N US HIGHWAY 41, Suite 5",Wadsworth,600838814,,,needs_coordinates
210702494,Black & Gray Brewing Co.,East Dundee,Kane,igb_licensee_list,"311 Barrington Ave, Ste B",East Dundee,60118,,,needs_coordinates
150702502,"Black Bear J.D., Inc.",Vermilion County,Vermilion,igb_licensee_list,1902 West Williams Street,Danville,61832,,,needs_coordinates
180704336,"Black Dog Gaming, LLC",Greenfield,Greene,igb_licensee_list,513 Main St.,Greenfield,62044,,,needs_coordinates
220700723,BLACK LUNG BREWING COMPANY,Round Lake Beach,,,,,,,,needs_address_and_coordinates
230702102,BLACK LUNG BREWING COMPANY,Fox Lake,,,,,,,,needs_address_and_coordinates
170703977,Black Rose III LLC,Princeton,Bureau,igb_licensee_list,802 E. Peru,Princeton,61356,,,needs_coordinates
240700730,Black Sheep Saloon LLC,Tamaroa,Perry,igb_licensee_list,9 E Main,Tamaroa,62888,,,needs_coordinates
240702748,BLACKBIRDS MACON LLC,Macon,,,,,,,,needs_address_and_coordinates
130700177,Blackhawk Restaurant Group LLC,Joliet,Will,igb_licensee_list,"2310 Illinois Route 59, Suite 8",Plainfield,60586,,,needs_coordinates
150701652,Blackhawk Restaurant Group LLC Series 1700PPNormal,Normal,McLean,igb_licensee_list,1700 Parkway Plaza,Normal,61761,,,needs_coordinates
130703407,Blackhawk Restaurant Group LLC Series 621ROakbrookT,Oakbrook Terrace,Dupage,igb_licensee_list,17W631 Roosevelt Road,Oakbrook Terrace,60181,,,needs_coordinates
150702816,Blackhawk Restaurant Group LLC Series BSBartonville,Bartonville,Peoria,igb_licensee_list,1359 W Garfield  Ave  # F,Bartonville,61607,,,needs_coordinates
130700046,Blackhawk Restaurant Group LLC Series CCCCrest,Crest Hill,Will,igb_licensee_list,"2400 Caton Farm Road, #C",Crest Hill,60403,,,needs_coordinates
150701651,Blackhawk Restaurant Group LLC Series CCChampaign,Champaign,Champaign,igb_licensee_list,105 Mattis Ave Unit B,Champaign,61821,,,needs_coordinates
130700237,Blackhawk Restaurant Group LLC Series CCPekin,Pekin,Tazewell,igb_licensee_list,2115B Court Street,Pekin,61554,,,needs_coordinates
150701654,Blackhawk Restaurant Group LLC Series GSCHanover Park,Hanover Park,,,,,,,,needs_address_and_coordinates
130704382,Blackhawk Restaurant Group LLC Series HWCicero,Cicero,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
120712571,Blackhawk Restaurant Group LLC Series OTSOakbrook,Oakbrook Terrace,Dupage,igb_licensee_list,17W677 Roosevelt Road,Oakbrook Terrace,60181,,,needs_coordinates
130703408,Blackhawk Restaurant Group LLC Series SBPeoria,Peoria,Peoria,igb_licensee_list,3311 Sterling Avenue,Peoria,61614,,,needs_coordinates
140701843,Blackhawk Restaurant Group LLC Series UCUrbana,Urbana,Champaign,igb_licensee_list,114 Vine St  Unit O,Urbana,61802,,,needs_coordinates
130702441,"Blackhawk Restaurant Group, LLC Series ACAntioch",Antioch,Lake,igb_licensee_list,"417 E. Route 173, Unit 105",Antioch,60002,,,needs_coordinates
130703682,"Blackhawk Restaurant Group, LLC Series CC2Romeoville",Romeoville,Will,igb_licensee_list,448 B N. Weber Road,Romeoville,60446,,,needs_coordinates
130702604,"Blackhawk Restaurant Group, LLC Series OPChicagoH",Chicago Heights,Cook,igb_licensee_list,117 Joe Orr Road,Chicago Heights,60411,,,needs_coordinates
130702121,"Blackhawk Restaurant Group, LLC Series RCCrestwood",Crestwood,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
120712968,"Blackhawk Restaurant Group, LLC Series RSPSavoy",Savoy,Champaign,igb_licensee_list,1333 Savoy Plaza Lane-Suite 6,Savoy,61874,,,needs_coordinates
140700764,"Blakehint, Inc.",Salem,Marion,igb_licensee_list,1242 S. Broadway Ave,Salem,62881,,,needs_coordinates
240701539,"BLARNEY ISLAND, INC.",Lake County,Lake,igb_licensee_list,27258 W Fox River,Antioch,60002,,,needs_coordinates
180704059,"Blonde Juele, LLC",East Alton,Madison,igb_licensee_list,23 Eastgate Plz,East Alton,62024,,,needs_coordinates
240702643,"BLOODY MARY BRUNCH COMPANY, INC.",Peoria,Peoria,igb_licensee_list,708 W Glen Ave  Suite A,Peoria,61614,,,needs_coordinates
230701182,"Bloom Springfield, LLC",Springfield,,,,,,,,needs_address_and_coordinates
180700671,BLOOMINGTON COLUMBIAN HOME ASSOCIATION,Bloomington,McLean,igb_licensee_list,1706 RT Dunn Drive,Bloomington,61701,,,needs_coordinates
120807123,Bloomington Lodge No. 745 Loyal Order of Moose,Bloomington,McLean,igb_licensee_list,614 IAA Drive,Bloomington,61701,,,needs_coordinates
250701308,Blue Buzz Corporation,Brookport,Massac,igb_licensee_list,106 E 2nd St,Brookport,62910,,,needs_coordinates
120706580,"Blue Grouch, Inc.",Sangamon County,Sangamon,igb_licensee_list,510 West Maple South,Springfield,62704,,,needs_coordinates
160701037,"Blue's Hideaway, Inc.",Sterling,Whiteside,igb_licensee_list,2404 W Lincolnway Suite B,Sterling,61081,,,needs_coordinates
240702640,BLUEBIRD LIQUOR STORE LLC,Vermilion County,Vermilion,igb_licensee_list,3164 E. Main St.,Danville,61834,,,needs_coordinates
170702474,"BLUEHAVEN ENTERPRISES, LLC",Adams County,Adams,igb_county_literal,,,,,,needs_address_and_coordinates
230702002,BMCCAFF LLC,Amboy,Lee,igb_licensee_list,310 E JOE DR,Amboy,61310,,,needs_coordinates
160701614,BN SCHREIBER INC,Worden,Madison,igb_licensee_list,124 E WALL,Worden,62097,,,needs_coordinates
240700201,"Bo Podge, Inc.",East Peoria,Tazewell,igb_licensee_list,310 Meadow Ave.,East Peoria,61611,,,needs_coordinates
240701154,BO'S LONGBRANCH LLC,Reynolds,Rock Island,igb_licensee_list,301 West Main St,Reynolds,61279,,,needs_coordinates
120711943,BOARS NEST BAR & GRILL INC.,Athens,,,,,,,,needs_address_and_coordinates
130903426,BOND COUNTY MEMORIAL POST 1377 VETERANS OF FOREIGN WARS OF THE UNITED STATES,Greenville,Bond,igb_licensee_list,2043 SOUTH 4TH STREET  P O BOX 173,Greenville,62246,,,needs_coordinates
200701288,BONDMULE LLC,Carlyle,Clinton,igb_licensee_list,3300 Governors Rd,Carlyle,62231,,,needs_coordinates
130705056,Boneyard Boccie Ball Club,Benton,Franklin,igb_licensee_list,500 South Wilson,Benton,62812,,,needs_coordinates
190703332,Bonghwa LLC,O'Fallon,St. Clair,igb_licensee_list,108 Regency Park,O'Fallon,62269,,,needs_coordinates
250700165,"Bonkers Pub & Grub, Inc.",Mattoon,Coles,igb_licensee_list,1009 Charleston Ave. East,Mattoon,61938,,,needs_coordinates
240701041,BONNIE CAFE OF ILLINOIS LLC,Bonnie,Jefferson,igb_licensee_list,675 IL 37,Bonnie,62816,,,needs_coordinates
130704038,"Boog, Inc.",Sandoval,Marion,igb_licensee_list,106 W. Missouri,Sandoval,62882,,,needs_coordinates
130702500,Boondocks Food & Spirits Inc.,Seneca,La Salle,igb_licensee_list,1 DuPont Rd,Seneca,61360,,,needs_coordinates
190701072,"BOONDOCKS MARKET, INC.",Bartelso,,,,,,,,needs_address_and_coordinates
130706315,Bordertown Gaming Inc.,South Beloit,Winnebago,igb_licensee_list,356 Prairie Hill Rd Unit D,South Beloit,61080,,,needs_coordinates
230701465,Bowl Plus LLC,Springfield,Sangamon,igb_licensee_list,1754 Wabash Ave Ste B&C,Springfield,62704,,,needs_coordinates
240702125,Box'd Odds LLC,Bradley,Kankakee,igb_licensee_list,1690 N Route 50 Unit #1,Bourbonnais,60914,,,needs_coordinates
160701715,"BPNL, LLC",New Lenox,Will,igb_licensee_list,650 W. Maple,New Lenox,60451,,,needs_coordinates
120902276,Bradley American Legion Post 766,Bradley,Kankakee,igb_licensee_list,835 W Broadway,Bradley,60915,,,needs_coordinates
120700753,Bradley Hotel Corp.,Bradley,Kankakee,igb_licensee_list,800 North Kinzie Avenue,Bradley,60915,,,needs_coordinates
220700525,"Braize, LLC",Bloomington,McLean,igb_licensee_list,1406 E. Empire St.,Bloomington,61701,,,needs_coordinates
220700759,Brandon Food & Liquor Inc,Dixmoor,Cook,igb_licensee_list,14301 S. Wood St.,Dixmoor,60425,,,needs_coordinates
120701296,"Brandt's Tavern, Inc.",Morris,Grundy,igb_licensee_list,1607 N. Division St.,Morris,60450,,,needs_coordinates
230700764,"Brandy's Place, LLC",Springfield,Sangamon,igb_licensee_list,723 East North Grand Avenue,Springfield,62702,,,needs_coordinates
120703314,"Breakaway of Bradley, Inc.",Bradley,Kankakee,igb_licensee_list,864 W Broadway,Bradley,60915,,,needs_coordinates
140700058,"Brent's Burgers & Beer, Inc.",Kankakee,,,,,,,,needs_address_and_coordinates
180701708,"Brew Bank Saloon, Inc.",Stewardson,Shelby,igb_licensee_list,101 S. Pine St. PO Box 15,Stewardson,62463,,,needs_coordinates
120701472,"Brewe, Inc.",Normal,McLean,igb_licensee_list,102 South Linden,Normal,61761,,,needs_coordinates
150703094,BREWERS INC.,Lebanon,,,,,,,,needs_address_and_coordinates
250700297,"BREWS & BLENDS BY LEILANI, LLC",Lostant,La Salle,igb_licensee_list,1310 N. Il. ROUTE 251 STE B,Lostant,61334,,,needs_coordinates
240700701,Brezie's Roasted Beans and Gaming LLC,Southern View,,,,,,,,needs_address_and_coordinates
210701763,Brian Battles,Pekin,,,,,,,,needs_address_and_coordinates
130705778,Brickbat Bar and Grill LLC,Teutopolis,,,,,,,,needs_address_and_coordinates
130701417,"BRICKHOUSE PARTNERS, LLC",Springfield,Sangamon,igb_licensee_list,3136 W. Isles,Springfield,62704,,,needs_coordinates
210700669,"BRICKTOWN HOLDINGS, LLC",Sparta,Randolph,igb_licensee_list,333 S SAINT LOUIS ST SUITE C,Sparta,62286,,,needs_coordinates
140801946,"BRIDGEPORT LODGE NO. 622 LOYAL ORDER OF MOOSE, BRIDGEPORT, ILLINOIS",Bridgeport,Lawrence,igb_licensee_list,450 Washington,Bridgeport,62417,,,needs_coordinates
120701383,"BRIPLACE, INC.",Monee,Will,igb_licensee_list,25665 South Governers Highway,Monee,60449,,,needs_coordinates
190700234,Broadview Subs Inc.,Broadview,Cook,igb_licensee_list,1801 W. Cermak Rd.,Broadview,60155,,,needs_coordinates
170700159,"Broadway Pub, LLC",Streator,La Salle,igb_licensee_list,501 N. Adams Street,Streator,61364,,,needs_coordinates
